,CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate,CompanyNumberFromURI,record_found,ConfStmtIsfDue,non_null_count
111,Bulldog Recovery Ltd,10986687,,,12 Villa Street,,Hereford,Herefordshire,United Kingdom,HR2 7AY,Private Limited Company,Active,United Kingdom,,2023-10-01,30,9,2025-06-30,2023-09-30,DORMANT,2018-10-26,,0,0,0,0,38320 - Recovery of sorted materials,,,,0,0,http://business.data.gov.uk/id//company/10986687,,,,,,,,,,,,,,,,,,,,,2024-10-11,2023-09-27,10986687,True,False,30
112,Bullenfield Ltd,11008413,,,Unit 8 New Luckhurst Farm Business Centre Bethersden Road,Smarden,Ashford,,United Kingdom,TN27 8QT,Private Limited Company,Active,United Kingdom,,2019-11-01,31,10,2021-07-31,2019-10-31,TOTAL-EXEMPTION-FULL,2018-11-08,,1,0,0,1,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id//company/11008413,,,,,,,,,,,,,,,,,,,,,2021-09-18,2020-09-04,11008413,True,False,30
113,Arkwell House Ltd,11013808,,,1029 London Road,,Thornton Heath,Surrey,United Kingdom,CR7 6JF,Private Limited Company,Active,United Kingdom,,2024-11-01,31,10,2026-07-31,2024-10-31,MICRO-ENTITY,2018-11-13,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/11013808,2021-03-03,ROSE HALL INVESTMENT LIMITED,,,,,,,,,,,,,,,,,,,2025-10-29,2024-10-15,11013808,True,False,32
114,Arkstons Investments Limited,11015850,,,27 Old Gloucester Street,,London,,United Kingdom,WC1N 3AX,Private Limited Company,Active,United Kingdom,,2023-11-01,31,10,2025-07-31,2023-10-31,MICRO-ENTITY,2018-11-14,,0,0,0,0,64303 - Activities of venture and development capital companies,70221 - Financial management,70229 - Management consultancy activities other than financial management,,0,0,http://business.data.gov.uk/id//company/11015850,,,,,,,,,,,,,,,,,,,,,2025-09-23,2024-09-09,11015850,True,False,31
115,Airlinesolutions Ltd,11044170,,,35 Brockenhurst Way,,London,,United Kingdom,SW16 4UB,Private Limited Company,Active,United Kingdom,,2022-12-01,30,11,2024-08-31,2022-11-30,DORMANT,2018-11-30,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/11044170,,,,,,,,,,,,,,,,,,,,,2023-05-05,2022-04-21,11044170,True,False,29
116,Airline Ventures Limited,11044404,,,2 Woodcote,Chestfield,Whitstable,Kent,United Kingdom,CT5 3QB,Private Limited Company,Active,United Kingdom,,2023-12-01,30,11,2025-08-31,2023-11-30,DORMANT,2018-11-30,,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id//company/11044404,,,,,,,,,,,,,,,,,,,,,2025-08-10,2024-07-27,11044404,True,False,31
117,Bulldog Storage Ltd,11045926,,,White House Farm Town Street,Shiptonthorpe,York,,United Kingdom,YO43 3PE,Private Limited Company,Active,United Kingdom,,2023-12-01,30,11,2025-08-31,2023-11-30,TOTAL-EXEMPTION-FULL,2018-12-01,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,,,,0,0,http://business.data.gov.uk/id//company/11045926,,,,,,,,,,,,,,,,,,,,,2025-11-16,2024-11-02,11045926,True,False,30
118,Airliner For Rent Ltd,11157621,,,27 Old Gloucester Street,,London,,United Kingdom,WC1N 3AX,Private Limited Company,Active,United Kingdom,,2024-02-01,31,1,2025-10-31,2024-01-31,MICRO-ENTITY,2019-02-15,,0,0,0,0,51102 - Non-scheduled passenger air transport,77351 - Renting and leasing of air passenger transport equipment,77352 - Renting and leasing of freight air transport equipment,,0,0,http://business.data.gov.uk/id//company/11157621,,,,,,,,,,,,,,,,,,,,,2025-09-23,2024-09-09,11157621,True,False,31
119,Airliner For Rent Ltd,11157631,,,10 College Park Eastfield,,Peterborough,,United Kingdom,PE1 4AW,Private Limited Company,Dissolved,United Kingdom,,,31,1,,,NULL,,,0,0,0,0,51103 - Non-scheduled passenger air transport,77351 - Renting and leasing of air passenger transport equipment,77353 - Renting and leasing of freight air transport equipment,,0,0,http://business.data.gov.uk/id//company/11157631,,,,,,,,,,,,,,,,,,,,,,,11157631,True,False,25
120,Airlog Solutions Limited,11170758,,,293 Green Lanes,Palmers Green,London,,England,N13 4XS,Private Limited Company,Active,England,,2024-02-01,31,12,2025-09-30,2024-01-31,TOTAL-EXEMPTION-FULL,2019-02-22,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/11170758,,,,,,,,,,,,,,,,,,,,,2026-01-30,2025-01-16,11170758,True,False,30
121,Bulldog Resourcing Ltd,11170931,,,Kingdom House Woodlands Park,Ashton Road,Newton-Le-Willows,,England,WA12 0HF,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,SMALL,2019-02-23,,2,1,0,1,78109 - Other activities of employment placement agencies,,,,0,0,http://business.data.gov.uk/id//company/11170931,,,,,,,,,,,,,,,,,,,,,2026-02-08,2025-01-25,11170931,True,False,30
122,Bulldog Vintage Ltd,11266336,,,3 Clive Road,,Enfield,,England,EN1 1RB,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2019-04-18,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id//company/11266336,,,,,,,,,,,,,,,,,,,,,2026-02-14,2025-01-31,11266336,True,False,29
123,Arkwood Developments Limited,11383915,,,Newark And Sherwood District Council Castle House,Great North Road,Newark,Nottinghamshire,,NG24 1BY,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,SMALL,2019-06-22,,2,2,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id//company/11383915,,,,,,,,,,,,,,,,,,,,,2025-06-07,2024-05-24,11383915,True,False,30
124,Arkway Building And Construction Ltd,11415802,,,Unit 1d Howden Hall Industrial Estate Howden Road,Silsden,Keighley,,United Kingdom,BD20 0HJ,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,TOTAL-EXEMPTION-FULL,2019-07-12,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id//company/11415802,,,,,,,,,,,,,,,,,,,,,2025-05-15,2024-05-01,11415802,True,False,30
125,Bullen Architectural Limited,11417744,,,Ourplace Church Lane,Stanfield,Dereham,Norfolk,United Kingdom,NR20 4AP,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,TOTAL-EXEMPTION-FULL,2019-07-13,,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id//company/11417744,,,,,,,,,,,,,,,,,,,,,2025-06-28,2024-06-14,11417744,True,False,31
126,Bullen Property Investments Limited,11453212,,,Unit 14 The Boathouse Business Centre,1 Harbour Square,Wisbech,Cambs,United Kingdom,PE13 3BH,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2019-08-03,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/11453212,,,,,,,,,,,,,,,,,,,,,2025-07-19,2024-07-05,11453212,True,False,31
127,Bulleigh Fabrications Limited,11520707,,,Unit 21 Bulleigh Barton Farm,Ipplepen,Newton Abbot,Devon,England,TQ12 5UA,Private Limited Company,Active,England,,2023-12-01,30,11,2025-08-31,2023-11-30,TOTAL-EXEMPTION-FULL,2019-09-13,,0,0,0,0,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",,,,0,0,http://business.data.gov.uk/id//company/11520707,,,,,,,,,,,,,,,,,,,,,2025-08-24,2024-08-10,11520707,True,False,31
128,Airlocum Limited,11591611,,,1 Market Street,,Dartmouth,Devon,United Kingdom,TQ6 9QE,Private Limited Company,Active,United Kingdom,,2024-03-30,29,3,2025-12-29,2024-03-29,MICRO-ENTITY,2019-10-25,,0,0,0,0,47890 - Retail sale via stalls and markets of other goods,,,,0,0,http://business.data.gov.uk/id//company/11591611,,,,,,,,,,,,,,,,,,,,,2025-10-10,2024-09-26,11591611,True,False,30
129,Bulldog Sports & Branding (Uk) Ltd,11653228,,,91a Tinshill Road,,Cookridge,Leeds,England,LS16 7DN,Private Limited Company,Active,England,,2023-11-01,31,10,2025-07-31,2023-10-31,MICRO-ENTITY,2019-11-28,,0,0,0,0,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,,0,0,http://business.data.gov.uk/id//company/11653228,,,,,,,,,,,,,,,,,,,,,2025-12-05,2024-11-21,11653228,True,False,30
130,Airlocal Ltd,11726558,,,The Coach House North Building,1 Howard Road,Reigate,Surrey,United Kingdom,RH2 7JE,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,TOTAL-EXEMPTION-FULL,2020-01-10,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/11726558,,,,,,,,,,,,,,,,,,,,,2025-12-26,2024-12-12,11726558,True,False,31
131,Bullen Hall Farm Ltd,11809344,,,2 Michaels Court Hanney Road,Southmoor,Abingdon,,United Kingdom,OX13 5HR,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2020-03-05,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/11809344,,,,,,,,,,,,,,,,,,,,,2026-02-19,2025-02-05,11809344,True,False,30
132,Bulldog Sales & Consulting Ltd,11838768,,,39 High Street,BEARSTED,Orpington,,England,BR6 0JE,Private Limited Company,Active,England,,2024-02-29,28,2,2025-11-30,2024-02-28,TOTAL-EXEMPTION-FULL,2020-03-19,,0,0,0,0,70229 - Management consultancy activities other than financial management,82990 - Other business support service activities n.e.c.,,,0,0,http://business.data.gov.uk/id//company/11838768,,,,,,,,,,,,,,,,,,,,,2025-11-27,2024-11-13,11838768,True,False,31
133,Airmake Ltd,11846953,,,30 Harbord Street,ALIE STREET,London,Greater London,United Kingdom,SW6 6PJ,Private Limited Company,Dissolved,United Kingdom,,,28,2,,2024-02-28,TOTAL-EXEMPTION-FULL,,,0,0,0,0,68330 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id//company/11846953,,,,,,,,,,,,,,,,,,,,,,2024-11-01,11846953,True,False,27
134,Arkstons Capital Limited,11848981,,,27 Old Gloucester Street,,London,,United Kingdom,WC1N 3AX,Private Limited Company,Active,United Kingdom,,2024-02-29,28,2,2025-11-30,2024-02-28,MICRO-ENTITY,2020-03-25,,0,0,0,0,64303 - Activities of venture and development capital companies,64999 - Financial intermediation not elsewhere classified,66300 - Fund management activities,70221 - Financial management,0,0,http://business.data.gov.uk/id//company/11848981,2021-09-21,ARKSTONS ADVISORY LIMITED,2020-04-20,ARKSTONS TRADING LIMITED,,,,,,,,,,,,,,,,,2026-05-04,2025-04-20,11848981,True,False,36
135,Buller Auto Services Limited,11865996,,,Stafford House,Blackbrook Park Avenue,Taunton,Somerset,United Kingdom,TA1 2PX,Private Limited Company,Dissolved,United Kingdom,,2019-03-07,31,7,2024-12-31,2024-07-31,MICRO-ENTITY,2020-04-04,,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id//company/11865996,,,,,,,,,,,,,,,,,,,,,2025-03-20,2024-03-06,11865996,True,False,31
136,Airlounge Consulting Limited,11935621,,,"2nd Floor Connaught House, 1-3 Mount Street",(Entrance Via Davies Street),London,,United Kingdom,W1K 3NB,Private Limited Company,Active,United Kingdom,,2024-05-01,30,4,2026-01-31,2024-04-30,TOTAL-EXEMPTION-FULL,2020-05-07,,0,0,0,0,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,0,0,http://business.data.gov.uk/id//company/11935621,,,,,,,,,,,,,,,,,,,,,2025-04-22,2024-04-08,11935621,True,False,30
137,Bulldog Property Services,11977850,,,Unit 7 - Office 1a Keys Road,Nixs Hill Industrial Estate,Alfreton,,England,DE55 7FQ,Private Limited Company,Active,England,,2019-05-03,31,5,2021-05-03,,NO ACCOUNTS FILED,2020-05-31,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id//company/11977850,,,,,,,,,,,,,,,,,,,,,2022-05-16,2021-05-02,11977850,True,False,29
138,Airloop Ltd,12038589,,,9 St. Andrews Avenue,,Hornchurch,,England,RM12 5DS,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,MICRO-ENTITY,2020-07-05,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id//company/12038589,,,,,,,,,,,,,,,,,,,,,2026-03-25,2025-03-11,12038589,True,False,29
139,Airlinepros Northern Europe Ltd,12079551,,,37 Prince George Avenue,,London,,England,N14 4TL,Private Limited Company,Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,MICRO-ENTITY,2020-07-30,,0,0,0,0,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/12079551,,,,,,,,,,,,,,,,,,,,,2025-07-14,2024-06-30,12079551,True,False,29
140,Bulldog Sparx Limited,12094677,,,4 Highlands Court,Cranmore Avenue,Solihull,West Midlands,England,B90 4LE,Private Limited Company,Active,England,,2023-08-01,31,7,2025-04-30,2023-07-31,TOTAL-EXEMPTION-FULL,2020-08-07,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id//company/12094677,,,,,,,,,,,,,,,,,,,,,2025-09-02,2024-08-19,12094677,True,False,31
141,Buller Close Owners Rtm Company Limited,12154796,,,Flat 17 Leabrook Buller Close,BULLER CLOSE,Crowborough,East Sussex,,TN6 2YE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-09-01,31,8,2025-05-31,2023-08-31,TOTAL-EXEMPTION-FULL,2020-09-10,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id//company/12154796,,,,,,,,,,,,,,,,,,,,,2025-08-26,2024-08-12,12154796,True,False,30
142,Airma Limited,12269548,,,Arrowpoint Brickyard Road,Aldridge,Walsall,,England,WS9 8BW,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2020-11-15,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,,,,0,0,http://business.data.gov.uk/id//company/12269548,,,,,,,,,,,,,,,,,,,,,2025-10-31,2024-10-17,12269548,True,False,30
143,Bullen Consultancy Limited,12340721,,,The Willows 27 Bell Lane,Syresham,Brackley,Northamptonshire,United Kingdom,NN13 5HP,Private Limited Company,Active,United Kingdom,,2025-01-01,31,12,2026-09-30,2024-12-31,MICRO-ENTITY,2020-12-27,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/12340721,,,,,,,,,,,,,,,,,,,,,2025-12-12,2024-11-28,12340721,True,False,31
144,Arkwood Property Group Ltd,12401525,,,"Charles Rippin And Turner, Middlesex House,",130 College Road,Harrow,,England,HA1 1BQ,Private Limited Company,Active,England,,2024-02-01,31,1,2025-10-31,2024-01-31,TOTAL-EXEMPTION-FULL,2021-02-11,,1,1,0,0,68100 - Buying and selling of own real estate,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id//company/12401525,,,,,,,,,,,,,,,,,,,,,2026-03-14,2025-02-28,12401525,True,False,31
145,Bullen Estates Commercial Ltd,12432501,,,56 St. Williams Way,,Norwich,,England,NR7 0AP,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2021-02-26,,2,2,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/12432501,2024-05-25,31 BULLEN HOUSE LTD,,,,,,,,,,,,,,,,,,,2026-02-11,2025-01-28,12432501,True,False,31
146,Arkwright  Ltd,12581339,,,"Profile West Suite 2, Floor 1",950 Great West Road,Brentford,,England,TW8 9ES,Private Limited Company,Active,England,,2024-06-01,31,5,2026-02-28,2024-05-31,TOTAL-EXEMPTION-FULL,2021-05-29,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/12581339,,,,,,,,,,,,,,,,,,,,,2026-02-15,2025-02-01,12581339,True,False,30
147,Arkwright Law Solicitors Ltd,12591239,,,58 Talbot Street,,Nottingham,Nottinghamshire,England,NG1 5GL,Private Limited Company,Dissolved,England,,2020-05-07,31,5,2025-02-28,2024-05-31,DORMANT,2021-06-04,,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id//company/12591239,,,,,,,,,,,,,,,,,,,,,2025-05-20,2024-05-06,12591239,True,False,30
148,Bulle Transport Company Ltd,12726585,,,23 Westman Drive,,Manchester,,England,M13 9ES,Private Limited Company,Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,MICRO-ENTITY,2021-08-04,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id//company/12726585,2020-07-13,BULLE LGV LTD,,,,,,,,,,,,,,,,,,,2025-07-20,2024-07-06,12726585,True,False,31
149,Bulldog Political Consulting Limited,12741287,,,81 High Street,,Cosham,Hampshire,United Kingdom,PO6 3BL,Private Limited Company,Active,United Kingdom,,2024-08-01,31,7,2026-04-30,2024-07-31,MICRO-ENTITY,2021-08-11,,0,0,0,0,70229 - management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/12741287,,,,,,,,,,,,,,,,,,,,,2025-07-22,2024-07-08,12741287,True,False,30
150,Airlines Global Solutions Limited,12776613,,,Unit 8 The Courtyard Gaulby Lane,Stoughton,Leicestershire,,England,LE2 2FL,Private Limited Company,Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,DORMANT,2021-08-26,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/12776613,,,,,,,,,,,,,,,,,,,,,2025-08-11,2024-07-28,12776613,True,False,30
151,Bulldog Properties Ltd,12787961,,,8 Redcar Road,,Newcastle Upon Tyne,,United Kingdom,NE6 5UE,Private Limited Company,Active,United Kingdom,,2023-09-01,31,8,2025-05-31,2023-08-31,MICRO-ENTITY,2021-08-31,,2,2,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/12787961,,,,,,,,,,,,,,,,,,,,,2025-08-16,2024-08-02,12787961,True,False,29
152,Arktech Av Ltd,12906612,,,13 Orchard Farm Cottages,IVINGHOE ASTON,Leighton Buzzard,Buckinghamshire,England,LU7 9DL,Private Limited Company,Active,England,,2023-10-01,30,9,2025-06-30,2023-09-30,TOTAL-EXEMPTION-FULL,2021-10-23,,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id//company/12906612,,,,,,,,,,,,,,,,,,,,,2025-10-04,2024-09-20,12906612,True,False,31
153,Bulldog Tube Straightening Services Limited,12963208,,,Fairways,Pendine,Carmarthen,,United Kingdom,SA33 4PA,Private Limited Company,Active,United Kingdom,,2023-11-01,31,10,2025-07-31,2023-10-31,DORMANT,2021-11-17,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/12963208,,,,,,,,,,,,,,,,,,,,,2025-11-02,2024-10-19,12963208,True,False,30
154,Airlink Taxis Limited,13010706,,,262 Catherine Street,,Leicester,,England,LE4 6GD,Private Limited Company,Active,England,,2023-12-01,30,11,2025-08-31,2023-11-30,MICRO-ENTITY,2021-12-09,,0,0,0,0,49320 - Taxi operation,,,,0,0,http://business.data.gov.uk/id//company/13010706,,,,,,,,,,,,,,,,,,,,,2025-11-24,2024-11-10,13010706,True,False,29
155,Bulldog Systems Ltd,13014625,,,The Toll House,115 High Street,Smethwick,West Midlands,United Kingdom,B66 1AA,Private Limited Company,Dissolved,United Kingdom,,2020-11-12,30,11,2024-08-31,2023-11-30,MICRO-ENTITY,2021-12-10,,0,0,0,0,42990 - Construction of other civil engineering projects n.e.c.,49410 - Freight transport by road,62090 - Other information technology service activities,63990 - Other information service activities n.e.c.,0,0,http://business.data.gov.uk/id//company/13014625,2021-07-23,MERC TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,,2024-11-25,2023-11-11,13014625,True,False,36
156,Bulldog Services Grp Ltd,13067510,,,The Toll House,115 High Street,Smethwick,,England,B66 1AA,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,MICRO-ENTITY,2022-01-04,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,47290 - Other retail sale of food in specialised stores,63990 - Other information service activities n.e.c.,68100 - Buying and selling of own real estate,0,0,http://business.data.gov.uk/id//company/13067510,,,,,,,,,,,,,,,,,,,,,2024-12-20,2023-12-06,13067510,True,False,33
157,Bulldog Solutions Grp Ltd,13067555,,,"The Toll House, 115 High Street",HIGH STREET,Smethwick,,United Kingdom,B66 1AA,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,MICRO-ENTITY,2022-01-04,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,47290 - Other retail sale of food in specialised stores,63990 - Other information service activities n.e.c.,68100 - Buying and selling of own real estate,0,0,http://business.data.gov.uk/id//company/13067555,,,,,,,,,,,,,,,,,,,,,2024-12-20,2023-12-06,13067555,True,False,33
158,Airlinepros Northern Europe Ltd,13079551,,,8 Church View,,Hook,,England,RG27 9HP,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,,,0,0,0,0,53330 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/13079551,,,,,,,,,,,,,,,,,,,,,2025-12-09,2024-11-25,13079551,True,False,28
159,Bullens Road Ltd,13082666,,,20-22 Wenlock Road,,London,,England,N1 7GU,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,MICRO-ENTITY,2022-01-12,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,98000 - Residents property management,,0,0,http://business.data.gov.uk/id//company/13082666,,,,,,,,,,,,,,,,,,,,,2025-12-28,2024-12-14,13082666,True,False,31
160,Bulldog Properties And Lettings Limited,13087377,,,Unit 4 Barrowfields Business Park,Barrowfield Road,Thurnscoe,Rotherham,England,S63 0BF,Private Limited Company,Active,England,,2025-01-01,31,12,2026-09-30,2024-12-31,MICRO-ENTITY,2022-01-14,,1,1,0,0,68100 - buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id//company/13087377,,,,,,,,,,,,,,,,,,,,,2025-08-26,2024-08-12,13087377,True,False,31
161,Arkville Limited,13149727,,,3 The Green,North Runcton,King's Lynn,,England,PE33 0RB,Private Limited Company,Active,England,,2024-02-01,31,1,2025-10-31,2024-01-31,TOTAL-EXEMPTION-FULL,2022-02-18,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id//company/13149727,,,,,,,,,,,,,,,,,,,,,2026-02-03,2025-01-20,13149727,True,False,31
162,Arkvien Ai Ltd.,13194867,,,Crown House,27 Old Gloucester Street,London,,United Kingdom,WC1N 3AX,Private Limited Company,Active,United Kingdom,,2023-03-01,28,2,2024-11-30,2023-02-28,MICRO-ENTITY,2022-03-11,,0,0,0,0,62012 - Business and domestic software development,62020 - Information technology consultancy activities,"63110 - Data processing, hosting and related activities",71122 - Engineering related scientific and technical consulting activities,0,0,http://business.data.gov.uk/id//company/13194867,,,,,,,,,,,,,,,,,,,,,2026-02-24,2025-02-10,13194867,True,False,33
163,Bulldog Plant & Equipment Ltd,13302843,,,Hoblongs Industrial Estate,Chelmsford Road,Dunmow,,England,CM6 1JA,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,TOTAL-EXEMPTION-FULL,2022-04-27,,1,1,0,0,33200 - Installation of industrial machinery and equipment,,,,0,0,http://business.data.gov.uk/id//company/13302843,,,,,,,,,,,,,,,,,,,,,2026-04-14,2025-03-31,13302843,True,False,30
164,Bulldog Plant Ltd,13304901,,,The Folly Lound Road,Blundeston,Lowestoft,,England,NR32 5AT,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,DORMANT,2022-04-28,,0,0,0,0,33200 - Installation of industrial machinery and equipment,,,,0,0,http://business.data.gov.uk/id//company/13304901,,,,,,,,,,,,,,,,,,,,,2026-04-13,2025-03-30,13304901,True,False,30
165,Bulldog Rigging Services Ltd,13334173,,,2 Dairy Ground,Kings Sutton,Banbury,,England,OX17 3QB,Private Limited Company,Active,England,,2024-05-01,30,4,2026-01-31,2024-04-30,MICRO-ENTITY,2022-05-12,,0,0,0,0,43991 - Scaffold erection,,,,0,0,http://business.data.gov.uk/id//company/13334173,2022-09-05,BULL DOG RIGGING SERVICES LTD,2022-08-05,CHRIS BROOK SCAFFOLDING LTD,,,,,,,,,,,,,,,,,2026-05-10,2025-04-26,13334173,True,False,34
166,Bulldog Print Group Ltd,13377116,,,15 York Close,,Bicester,,England,OX26 4XE,Private Limited Company,Active,England,,2023-06-01,31,5,2025-02-28,2023-05-31,MICRO-ENTITY,2022-06-02,,0,0,0,0,18129 - printing n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/13377116,,,,,,,,,,,,,,,,,,,,,2025-05-25,2024-05-11,13377116,True,False,29
167,Arkway Groundworks Ltd,13432788,,,Unit 1d Howden Hall Howden Road,Silsden,Keighley,,England,BD20 0HJ,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,DORMANT,2022-06-29,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id//company/13432788,,,,,,,,,,,,,,,,,,,,,2025-06-14,2024-05-31,13432788,True,False,30
168,Arkway Limited,13432929,,,Unit 1d Howden Hall Howden Road,Silsden,Keighley,,England,BD20 0HJ,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,DORMANT,2022-06-29,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id//company/13432929,,,,,,,,,,,,,,,,,,,,,2025-06-14,2024-05-31,13432929,True,False,30
