,CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate,CompanyNumberFromURI,record_found,ConfStmtIsfDue,non_null_count
0,Bulldog Service Station Limited,00631975,,,James Cowper Kreston 8th Floor South,"Reading Bridge House, George Street",Reading,,England,RG1 8LS,Private Limited Company,Active,England,,2024-03-01,28,2,2025-11-30,2024-02-29,FULL,2017-04-06,2016-03-09,19,4,0,15,45111 - Sale of new cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id//company/00631975,,,,,,,,,,,,,,,,,,,,,2026-03-14,2025-02-28,00631975,True,False,31
1,Airlite Finance Limited,00636494,,,93 Regent Street,Cambridge,,,,CB2 1AW,Private Limited Company,Active,United Kingdom,,2023-10-01,30,9,2025-06-30,2023-09-30,FULL,2017-02-28,2016-01-31,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id//company/00636494,1985-07-01,AIRLITE BUILDING BLOCKS LIMITED ,,,,,,,,,,,,,,,,,,,2026-02-14,2025-01-31,00636494,True,False,31
2,Bulldog Remoulds Limited,00932731,,,Athena Drive,Tachbrook Park,Warwick,Warwickshire,,CV34 6UX,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,SMALL,2016-09-30,2015-09-02,5,0,0,5,22110 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,,0,0,http://business.data.gov.uk/id//company/00932731,,,,,,,,,,,,,,,,,,,,,2025-09-16,2024-09-02,00932731,True,False,31
3,Bullen Developments Limited,01005917,,,9-11 Drayton High Road Drayton,DRAYTON,Norwich,Norfolk,United Kingdom,NR8 6AH,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,AUDIT-EXEMPTION-SUBSIDIARY,2017-05-15,2016-04-17,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id//company/01005917,2024-11-27,BULLEN DEVELOPMENTS LIMITED,1992-01-07,R. G. CARTER DEVELOPMENTS LIMITED,1989-04-14,R.G.CARTER (DEVELOPMENTS) LIMITED,,,,,,,,,,,,,,,2026-05-01,2025-04-17,01005917,True,False,38
4,Bullen Plant Hire Limited,01326345,,,45 Appley Lane North,Appley Bridge,Wigan,,,WN6 9AD,Private Limited Company,Active,United Kingdom,,2023-10-01,30,9,2025-06-30,2023-09-30,SMALL,2016-12-21,2015-11-23,4,1,0,3,77320 - Renting and leasing of construction and civil engineering machinery and equipment,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",,,0,0,http://business.data.gov.uk/id//company/01326345,,,,,,,,,,,,,,,,,,,,,2025-12-07,2024-11-23,01326345,True,False,31
5,Bulldog Plantire Limited,01477370,,,45a Acre Road,Kingston-Upon-Thames,Surrey,,,KT2 6ER,Private Limited Company,Liquidation,,,,31,5,,1986-05-31,TOTAL-EXEMPTION-FULL,,,,,0,0,,,,,,,http://business.data.gov.uk/id//company/01477370,1984-01-18,BULLDOG PLANT REPAIR SERVICES LIMITED,,,,,,,,,,,,,2017-02-19,,,,,,2017-02-19,,,True,True,23
6,Airline Services Components Limited,01503647,,,Squire Patton Boggs (Uk) Llp (Ref: Csu) Rutland House,148 Edmund Street,Birmingham,,England,B3 2JR,Private Limited Company,Dissolved,England,,1980-06-24,29,10,2024-07-29,2023-10-31,TOTAL-EXEMPTION-FULL,2016-09-05,2015-08-08,8,3,0,5,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/01503647,2006-08-10,AIRLINE SERVICES (DRY CLEANING) LIMITED,1989-02-23,VELGAR LIMITED,,,,,,,,,,,,,,,,,2024-08-22,2024-08-08,01503647,True,False,35
7,Airload Engineering Limited,01542124,,,Unit 8,Pembroke Dock Industrial Estate,Pembroke Dock,Dyfed,,SA72 4RS,Private Limited Company,Liquidation,United Kingdom,,1981-01-28,31,3,1993-01-31,1988-03-31,TOTAL-EXEMPTION-FULL,,1988-08-13,6,6,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id//company/01542124,,,,,,,,,,,,,,,,,,,,,2017-02-11,,01542124,True,True,29
8,Arkwell Fasteners Limited,01599516,,,Unit 1,Chapel Street,Long Eaton,Nottingham,,NG10 1EQ,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,MICRO-ENTITY,2016-10-31,2015-10-03,1,0,0,1,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id//company/01599516,,,,,,,,,,,,,,,,,,,,,2025-10-17,2024-10-03,01599516,True,False,31
9,Arkstore Limited,01610928,,,40 Half Moon Crescent,,London,,England,N1 0TJ,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,MICRO-ENTITY,2016-09-04,2015-08-07,1,1,0,0,46650 - Wholesale of office furniture,,,,0,0,http://business.data.gov.uk/id//company/01610928,,,,,,,,,,,,,,,,,,,,,2025-08-21,2024-08-07,01610928,True,False,30
10,Bulldog Musical Entertainments Limited,01652098,,,5 Ravensfield Gardens,Stoneleigh,Surrey,,,KT19 0ST,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2017-01-15,2015-12-18,0,0,0,0,90030 - Artistic creation,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id//company/01652098,,,,,,,,,,,,,,,,,,,,,2026-01-01,2024-12-18,01652098,True,False,31
11,Airline Services Limited,01685094,,,Squire Patton Boggs (Uk) Llp (Ref: Csu) Rutland House,148 Edmund Street,Birmingham,,England,B3 2JR,Private Limited Company,Dissolved,England,,1982-12-08,29,10,2024-07-29,2023-10-29,TOTAL-EXEMPTION-FULL,2016-09-05,2015-08-08,29,4,0,25,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/01685094,1983-04-12,GIDEAFAME LIMITED,,,,,,,,,,,,,,,,,,,2024-08-22,2024-08-08,01685094,True,False,33
12,Bulldog Security Products Limited,01799475,,,Units 1-4,Stretton Road Industrial Estate,Much Wenlock,Shropshire,,TF13 6DH,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2016-10-23,2015-09-25,2,2,0,0,28990 - Manufacture of other special-purpose machinery n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/01799475,1994-11-22,LEISURE CRAFTS (BRIDGNORTH) LIMITED,,,,,,,,,,,,,,,,,,,2025-11-29,2024-11-15,01799475,True,False,33
13,Airline Training Associates Limited,01803135,,,1st Floor Arthur Stanley House,40-50 Tottenham Street,London,,United Kingdom,W1T 4RN,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,TOTAL-EXEMPTION-FULL,2016-12-12,2015-11-14,1,1,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/01803135,,,,,,,,,,,,,,,,,,,,,2025-11-28,2024-11-14,01803135,True,False,31
14,Bullen Investments Limited,01845966,,,"The Lowlands, Costessey Lane",Drayton,Norwich,Norfolk,,NR8 6HA,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2017-05-15,2016-04-17,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/01845966,2017-07-24,BULLEN PROPERTIES LIMITED,2006-12-21,BULLEN INVESTMENTS LIMITED,,,,,,,,,,,,,,,,,2026-05-01,2025-04-17,01845966,True,False,35
15,Arkwright Investments Limited,01891200,,,Hawthornden,3 Cranmer Street,Nottingham,,,NG3 4GH,Private Limited Company,Voluntary-Arrangement,United Kingdom,,1985-03-01,30,4,2003-02-28,1992-04-30,TOTAL-EXEMPTION-FULL,1995-03-21,1994-02-21,4,0,0,4,7487 - Other business activities,,,,0,0,http://business.data.gov.uk/id//company/01891200,,,,,,,,,,,,,,,,,,,,,2017-03-07,,01891200,True,True,29
16,Airlinks The Airport Coach Company Limited,02036613,,,"National Express House Birmingham Coach Station, Mill Lane",Digbeth,Birmingham,,,B5 6DD,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2017-07-11,2016-06-13,1,0,0,1,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id//company/02036613,2003-05-01,AIRPORT EXPRESS TRAINS LIMITED,2000-01-18,ATL (HOLDINGS) LIMITED,1986-11-24,HITNOW LIMITED,,,,,,,,,,,,,,,2025-07-02,2024-06-18,02036613,True,False,36
17,Arkwall Limited,02497479,,,Victoria House,Victoria St,Cwmbran,Gwent,,NP44 3JS,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,UNAUDITED-ABRIDGED,2017-05-28,2016-04-30,12,7,0,5,41100 - Development of building projects,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id//company/02497479,,,,,,,,,,,,,,,,,,,,,2025-05-14,2024-04-30,02497479,True,False,32
18,Bulleigh Barton Court Management Company Limited,02614263,,,19 The Terrace,,Torquay,Devon,England,TQ1 1BN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,England,,2024-06-01,31,5,2026-02-28,2024-05-31,MICRO-ENTITY,2017-06-20,2016-05-23,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id//company/02614263,,,,,,,,,,,,,,,,,,,,,2025-06-06,2024-05-23,02614263,True,False,31
19,Airline Rotables (Uk Holdings) Limited,02637160,,,2 Minton  Place,Victoria Road,Bicester,Oxon,United Kingdom,OX26 6QB,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,DORMANT,2016-09-10,2015-08-13,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/02637160,2006-05-19,ST AEROSPACE (UK) LIMITED,2005-05-05,SINGAPORE AEROSPACE (UK) INVESTMENTS PTE LTD,,,,,,,,,,,,,,,,,2025-08-27,2024-08-13,02637160,True,False,36
20,Bullear Residents Association Limited,02731165,,,Suite 7 Phoenix House,"Redhill Aerodrome, Kings Mill Lane",Redhill,Surrey,United Kingdom,RH1 5JY,Private Limited Company,Active,United Kingdom,,2025-01-01,31,12,2026-09-30,2024-12-31,TOTAL-EXEMPTION-FULL,2016-08-12,2015-07-15,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id//company/02731165,,,,,,,,,,,,,,,,,,,,,2025-07-10,2024-06-26,02731165,True,False,32
21,Bulldog Premium Growth I Limited,02779155,,,Woolsington House,Woolsington,Newcastle Upon Tyne,,England,NE13 8BF,Private Limited Company,Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,DORMANT,2017-02-10,2016-01-13,0,0,0,0,74990 - non-trading company,,,,0,0,http://business.data.gov.uk/id//company/02779155,1993-02-01,TRENDKEY PUBLIC LIMITED COMPANY ,,,,,,,,,,,,,,,,,,,2026-01-27,2025-01-13,02779155,True,False,33
22,Bullen International Healthcare Limited,03137463,,,"C/O Dsg, Chartered Accountants Castle Chambers",43 Castle Street,Liverpool,,United Kingdom,L2 9TL,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2017-01-28,2015-12-31,3,1,0,2,32500 - Manufacture of medical and dental instruments and supplies,47749 - Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,,,0,0,http://business.data.gov.uk/id//company/03137463,,,,,,,,,,,,,,,,,,,,,2026-01-14,2024-12-31,03137463,True,False,32
23,Bulldog Publishing Limited,03138960,,,5 High Green,Great Shelford,Cambridge,,England,CB22 5EG,Private Limited Company,Active,England,,2024-10-01,30,9,2026-06-30,2024-09-30,MICRO-ENTITY,2017-01-15,2015-12-18,2,0,0,2,58190 - Other publishing activities,,,,0,0,http://business.data.gov.uk/id//company/03138960,,,,,,,,,,,,,,,,,,,,,2024-12-29,2023-12-15,03138960,True,False,31
24,Bulldog Products Limited,03151586,,,Westland Horticulture Alconbury Hill,Alconbury Weston,Huntingdon,,England,PE28 4HY,Private Limited Company,Active,England,,2024-07-01,31,8,2026-05-31,2024-06-30,FULL,2017-02-15,2016-01-18,8,7,0,1,46900 - non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id//company/03151586,,,,,,,,,,,,,,,,,,,,,2026-02-01,2025-01-18,03151586,True,False,31
25,Bulldog Products Installations Limited,03308221,,,Units 2 3 And 4,Stretton Road Industrial Estate,Much Wenlock,Shropshire,,TF13 6DH,Private Limited Company,Active,United Kingdom,,2025-02-01,31,1,2026-10-31,2025-01-31,DORMANT,2017-02-24,2016-01-27,0,0,0,0,99999 - dormant company,,,,0,0,http://business.data.gov.uk/id//company/03308221,,,,,,,,,,,,,,,,,,,,,2026-02-10,2025-01-27,03308221,True,False,31
26,Bullen Consultants Limited,03340659,,,Aldgate Tower,2 Leman Street,London,,United Kingdom,E1 8FA,Private Limited Company,Active,United Kingdom,,2024-09-28,30,9,2026-06-30,2024-09-27,DORMANT,2017-04-23,2016-03-26,5,0,0,5,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id//company/03340659,1997-05-02,BULLEN ENGINEERING,,,,,,,,,,,,,,,,,,,2026-05-07,2025-04-23,03340659,True,False,33
27,Bullen Limited,03376955,,,9-11 High Road,Drayton,Norwich,Norfolk,,NR8 6AH,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2017-06-25,2016-05-28,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id//company/03376955,2006-12-21,R.G. CARTER GROUP LIMITED,1997-06-25,LEGISLATOR 1334 LIMITED,,,,,,,,,,,,,,,,,2025-12-17,2024-12-03,03376955,True,False,35
28,Bullen Homes Limited,03711778,,,9-11 Drayton High Road,Drayton,Norwich,Norfolk,,NR8 6AH,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2017-05-15,2016-04-17,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id//company/03711778,1999-02-19,LEGISLATOR 1414 LIMITED,,,,,,,,,,,,,,,,,,,2026-05-01,2025-04-17,03711778,True,False,33
29,Bulldog Steel Fabrications Limited,03802757,,,4a Church Street,,Market Harborough,Leicestershire,England,LE16 7AA,Private Limited Company,Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,TOTAL-EXEMPTION-FULL,2016-08-05,2015-07-08,0,0,0,0,24330 - Cold forming or folding,,,,0,0,http://business.data.gov.uk/id//company/03802757,,,,,,,,,,,,,,,,,,,,,2025-06-08,2024-05-25,03802757,True,False,31
30,Bullen Residential Properties Limited,03819797,,,The Lowlands Costessey Lane,Drayton,Norwich,Norfolk,,NR8 6HA,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,DORMANT,2016-09-02,2015-08-05,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id//company/03819797,1999-11-05,LEGISLATOR 1446 LIMITED,,,,,,,,,,,,,,,,,,,2025-08-19,2024-08-05,03819797,True,False,33
31,Bulldog Protection Systems Limited,04349069,,,Little Elms,The Reddings,Cheltenham,Gloucestershire,,GL51 6RY,Private Limited Company,Active,United Kingdom,,2024-01-01,31,12,2025-09-30,2023-12-31,TOTAL-EXEMPTION-FULL,2017-02-05,2016-01-08,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id//company/04349069,,,,,,,,,,,,,,,,,,,,,2026-02-02,2025-01-19,04349069,True,False,31
32,Bulldog Offshore Services Limited,04357809,,,Lake House,Lodge Farm Loke,Lound Lowestoft,Suffolk,,NR32 5LU,Private Limited Company,Active,United Kingdom,,2024-02-01,31,1,2025-10-31,2024-01-31,MICRO-ENTITY,2017-02-19,2016-01-22,0,0,0,0,71129 - Other engineering activities,,,,0,0,http://business.data.gov.uk/id//company/04357809,,,,,,,,,,,,,,,,,,,,,2026-02-05,2025-01-22,04357809,True,False,31
33,Airlines Uk - The Association Of Uk Airlines Limited,04466066,,,25 Southampton Buildings,,London,,England,WC2A 1AL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,England,,2024-05-01,30,4,2026-01-31,2024-04-30,MICRO-ENTITY,2017-07-18,2016-06-20,2,1,0,0,94110 - Activities of business and employers membership organizations,,,,0,0,http://business.data.gov.uk/id//company/04466066,2016-11-03,BRITISH AIR TRANSPORT ASSOCIATION LIMITED,2002-08-06,AIR TRANSPORT LIMITED,,,,,,,,,,,,,,,,,2025-07-04,2024-06-20,04466066,True,False,34
34,Bulldog Network (Bournemouth) Limited,04667818,,,"Frp Advisory Trading Limited, Mountbatten House",Grosvenor Square,Southampton,,,SO15 2RP,Private Limited Company,Dissolved,United Kingdom,,2003-02-17,31,3,2021-12-31,2020-03-31,TOTAL-EXEMPTION-FULL,2017-03-17,2016-02-17,2,2,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id//company/04667818,,,,,,,,,,,,,,,,,,,,,2022-02-08,2021-01-25,04667818,True,False,30
35,Arkworld Uk Limited,04852670,,,115b Warwick Street,,Leamington Spa,,England,CV32 4QZ,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,MICRO-ENTITY,2016-08-28,2015-07-31,1,1,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id//company/04852670,,,,,,,,,,,,,,,,,,,,,2025-08-06,2024-07-23,04852670,True,False,30
36,Bullen Conservation Limited,04938870,,,Fourth Floor,Unit 5b The Parklands,Bolton,,United Kingdom,BL6 4SD,Private Limited Company,Active,United Kingdom,,2025-01-01,31,12,2026-09-30,2024-12-31,TOTAL-EXEMPTION-FULL,2016-11-18,2015-10-21,2,2,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/04938870,2004-01-23,MAYSTONE CONSERVATION LIMITED,2003-11-18,DUALRULE LIMITED,,,,,,,,,,,,,,,,,2025-11-04,2024-10-21,04938870,True,False,35
37,Airlink 4 U Limited,05057638,,,121 Soho Hill,Hockley,Birmingham,,,B19 1AX,Private Limited Company,Active,United Kingdom,,2024-03-01,28,2,2025-11-30,2024-02-29,TOTAL-EXEMPTION-FULL,2017-03-27,2016-02-27,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/05057638,,,,,,,,,,,,,,,,,,,,,2026-03-13,2025-02-27,05057638,True,False,30
38,Airline Services Holdings Limited,05211996,,,Squire Patton Boggs (Uk) Llp (Ref: Csu) Rultand House,148 Edmund Street,Birmingham,,England,B3 2JR,Private Limited Company,Dissolved,England,,2004-08-23,29,10,2024-07-29,2023-10-29,DORMANT,2016-09-21,2015-08-24,10,3,0,7,52230 - Service activities incidental to air transportation,,,,0,0,http://business.data.gov.uk/id//company/05211996,,,,,,,,,,,,,,,,,,,,,2024-08-25,2024-08-11,05211996,True,False,31
39,Airlock Aviation Limited,05473267,,,David Gamblin Chartered Accounta,71 The Hundred,Romsey,Hampshire,,SO51 8BZ,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2017-07-05,2016-06-07,0,0,0,0,80100 - Private security activities,80300 - Investigation activities,,,0,0,http://business.data.gov.uk/id//company/05473267,,,,,,,,,,,,,,,,,,,,,2025-06-21,2024-06-07,05473267,True,False,32
40,Bulleh Shah Airconditioning Ltd,05477701,,,131 Gordon Road,Ilford,Essex,,,IG1 2XT,Private Limited Company,Active,United Kingdom,,2024-10-01,30,9,2026-06-30,2024-09-30,MICRO-ENTITY,2016-09-28,2015-08-31,0,0,0,0,35300 - Steam and air conditioning supply,,,,0,0,http://business.data.gov.uk/id//company/05477701,2011-08-05,NEW AIRCONDITIONING LIMITED,,,,,,,,,,,,,,,,,,,2025-09-14,2024-08-31,05477701,True,False,32
41,Arkwright Insurance Brokers Limited,05479162,,,115 Blackburn Road,,Bolton,Lancashire,,BL1 8HF,Private Limited Company,Active,United Kingdom,,2024-06-01,31,5,2026-02-28,2024-05-31,TOTAL-EXEMPTION-FULL,2017-07-11,2016-06-13,1,1,0,0,66220 - Activities of insurance agents and brokers,,,,0,0,http://business.data.gov.uk/id//company/05479162,2005-06-20,ARKWRIGHT INSURANCE SERVICES LIMITED,,,,,,,,,,,,,,,,,,,2025-06-27,2024-06-13,05479162,True,False,32
42,Bulldog Outdoors Limited,05583758,,,48 Union Street,,Hyde,,England,SK14 1ND,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,TOTAL-EXEMPTION-FULL,2016-11-02,2015-10-05,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id//company/05583758,,,,,,,,,,,,,,,,,,,,,2025-10-19,2024-10-05,05583758,True,False,30
43,Bulldog Rescue And Re-Homing Trust,05664557,,,Little Knowlton,Carron Lane,Midhurst,West Sussex,,GU29 9LD,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2017-01-25,2015-12-28,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/05664557,,,,,,,,,,,,,,,,,,,,,2026-01-11,2024-12-28,05664557,True,False,31
44,Bulldog Skincare Limited,05717974,,,Sword House,Totteridge Road,High Wycombe,Buckinghamshire,England,HP13 6DG,Private Limited Company,Active,England,,2023-10-01,30,9,2025-06-30,2023-09-30,TOTAL-EXEMPTION-FULL,2017-03-22,2016-02-22,0,0,0,0,46450 - Wholesale of perfume and cosmetics,,,,0,0,http://business.data.gov.uk/id//company/05717974,2015-08-05,THE LITTLE WING TRADING COMPANY LIMITED,2006-03-03,THE LITTLE WING TRADING LIMITED ,,,,,,,,,,,,,,,,,2026-03-08,2025-02-22,05717974,True,False,36
45,Airlines 4 Dialogue Limited,05882574,,,The Old Town Hall Market Place,Oundle,Peterborough,Peterborough,United Kingdom,PE8 4BA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2024-01-01,29,12,2025-09-29,2023-12-31,TOTAL-EXEMPTION-FULL,2016-08-17,2015-07-20,0,0,0,0,94110 - Activities of business and employers membership organizations,,,,0,0,http://business.data.gov.uk/id//company/05882574,2017-11-01,EUROPEAN LOW FARES AIRLINE ASSOCIATION LTD,,,,,,,,,,,,,,,,,,,2025-08-03,2024-07-20,05882574,True,False,34
46,Airline 4 Dialogue Ltd,05883574,,,6 NORTH STREET,,Oundle,Peterborough,England,PE8 4AL,"PRI/LTD BY GUAR/NSC (Private, LTD by guarantee, no share capital)",Active,United Kingdom,,,39,13,,,TOTAL-EXEMPTION-FULL,,,0,0,0,0,94110 - Activities of business and employers membership organizations,,,,0,0,http://business.data.gov.uk/id/company/05883574,,EUROPEAN LOW FARES AIRLINE ASSOCIATION LTD,,,,,,,,,,,,,,,,,,,,,05883574,False,True,25
47,Airluxe Ltd,05899691,,,5 Burley Court,Pillmere Drive,Saltash,,England,PL12 6FH,Private Limited Company,Active,England,,2023-11-01,30,10,2025-07-30,2023-10-31,MICRO-ENTITY,2016-09-05,2015-08-08,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/05899691,,,,,,,,,,,,,,,,,,,,,2025-08-15,2024-08-01,05899691,True,False,31
48,Bullen Properties Limited,05906065,,,The Lowlands,Drayton,Norwich,Norfolk,,NR8 6HA,Private Limited Company,Active,United Kingdom,,2024-01-01,31,3,2025-12-31,2023-12-31,TOTAL-EXEMPTION-FULL,2016-09-12,2015-08-15,1,1,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id//company/05906065,2017-07-24,BULLEN INVESTMENTS LIMITED,2006-12-21,FRIARS 533 LIMITED,,,,,,,,,,,,,,,,,2025-08-29,2024-08-15,05906065,True,False,36
49,Bullen Village Management Company Limited,06259178,,,30 Chatfield Lodge,,Newport,Isle Of Wight,England,PO30 1XR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,England,,2024-06-01,31,5,2026-02-28,2024-05-31,MICRO-ENTITY,2017-06-21,2016-05-24,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id//company/06259178,,,,,,,,,,,,,,,,,,,,,2025-06-07,2024-05-24,06259178,True,False,31
50,Arkwest Limited,06323770,,,145 Beverley Road,,Ruislip,,England,HA4 9AP,Private Limited Company,Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,MICRO-ENTITY,2017-02-05,2016-01-08,0,0,0,0,63990 - Other information service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/06323770,,,,,,,,,,,,,,,,,,,,,2025-10-08,2024-09-24,06323770,True,False,30
51,Arktec Limited,06324544,,,Lodge Farm Barn Elvetham Park Estate,Fleet Road,Hartley Wintney,Hampshire,,RG27 8AS,Private Limited Company,Active,United Kingdom,,2024-08-01,31,7,2026-04-30,2024-07-31,TOTAL-EXEMPTION-FULL,2016-08-22,2015-07-25,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id//company/06324544,,,,,,,,,,,,,,,,,,,,,2025-06-19,2024-06-05,06324544,True,False,31
52,Bulldog Plumbing Limited,06336248,,,29 Langdale Gardens,,Hornchurch,,England,RM12 5LB,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2016-09-04,2015-08-07,0,0,0,0,82990 - other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/06336248,,,,,,,,,,,,,,,,,,,,,2025-08-21,2024-08-07,06336248,True,False,30
53,Bulldog Sheds And Fencing Limited,06403796,,,701 Stonehouse Park,Sperry Way,Stonehouse,Gloucestershire,,GL10 3UT,Private Limited Company,Active,United Kingdom,,2024-04-01,31,3,2025-12-31,2024-03-31,TOTAL-EXEMPTION-FULL,2016-11-15,2015-10-18,0,0,0,0,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",,,,0,0,http://business.data.gov.uk/id//company/06403796,,,,,,,,,,,,,,,,,,,,,2025-11-01,2024-10-18,06403796,True,False,31
